"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	BillPayMandateFacilityArrangement	""	""	"An arrangement allowing an account to be used as payer account in a bill pay instruction . . this is not the direct bill pay (in SEPA: debit mandate) but the permission to use the account for bill pay mandate/direct debit initiated payments"	""
Class	BillPayMandateFacilityArrangement	PaymentServiceArrangement	""	"An arrangement which specifies the promise to offer the payment service, accompanied by the payment modalities. . . "	""
Class	BillPayMandateFacilityArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	StandingOrderArrangement	""	""	"An arrangement which specifies the acceptance of the standing order, accompanied by the modalities. "	""
Attribute	StandingOrderArrangement	""	StandingOrderFrequency	"Frequency of the investment or divestment, eg, daily, weekly, or monthly. (ISO20022)"	String
Attribute	StandingOrderArrangement	""	StandingOrderPurpose	"The purpose of a standing order"	String
Attribute	StandingOrderArrangement	""	StandingOrderAmount	"The Amount of a standing order"	String
Attribute	StandingOrderArrangement	""	StandingOrderCurrency	"The currency in which the amount of a standing order is expressed"	String
Attribute	StandingOrderArrangement	""	StandingOrderTargetAccountOwner	"The party who is involved with the target account of standing order as owner"	String
Attribute	StandingOrderArrangement	""	StandingOrderTargetAccountIdentification	"The identification of the target account of a standing order."	String
Attribute	StandingOrderArrangement	""	StandingOrderTargetAccountBank	"The Bank who is responsible for the target account of a standing order  "	String
Attribute	StandingOrderArrangement	""	StandingOrderSourceAccount	""	String
Attribute	StandingOrderArrangement	""	StandingOrderValidityPeriod	"Dates during which the standing order is in effect. (ISO20022). "	DateTimePeriod
Attribute	StandingOrderArrangement	""	StandingOrderDay	"Specifies the date in a month for instance the 30th. (ISO20022)"	String
Class	StandingOrderArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	StandingOrderArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	FeeArrangement	""	""	"An arrangement which specifies to charge fees when banking transactions did take place, accompanied by the modalities to calculate and charge the fees and the related terms and conditions. "	""
Attribute	FeeArrangement	""	FeeType	"A classification of fee according to the type of service. . Type of service for which a charge is asked or paid. (ISO20022)"	FeeType
Attribute	FeeArrangement	""	FeeAmount	"Base amount that would be applied when the service is requested. . . "	Amount
Attribute	FeeArrangement	""	FeeRate	"Rate used to calculate the amount of the adjustment, allowance, charge or fee. (ISO20022)"	Rate
Attribute	FeeArrangement	""	FeeEffectivePeriod	"Period during which the fee is applicable. (ISO20022)"	DateTimePeriod
Attribute	FeeArrangement	""	FeeDueDate	"Date on which the fee needs to be paid.. - It is not nessessary a date and could be  expressed as a calander or formula or events that would be fulfiled. "	DateTime
Attribute	FeeArrangement	""	FeePlan	"An arranged FeeRatePlan. "	FeePlan
Class	FeeArrangement	CardPaymentArrangement	""	"An agreement established among the card holder and the card issuer to use the payment card for payment"	""
Class	FeeArrangement	CashServiceArrangement	""	"ServiceArrangement defined for cash financial instruments like FeeArrangement, DepositArrangement, ..."	""
Class	FeeArrangement	ProductSalesArrangement	""	"Arrangement whitin the product sales agreement"	""
Class	FeeArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	FeeArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	FeeArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	FeeArrangement	MerchantArrangement	""	"Arrangement within a merchant agreement"	""
Class	FeeArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	FeeArrangement	TermDepositAccountArrangement	""	""	""
Class	InterestArrangementFulfillmentEvent	""	""	"A fulfillment of a specific interest arrangement "	""
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventAmount	"The amount of interest that is subject of this transaction"	String
Attribute	InterestArrangementFulfillmentEvent	""	AppliedInterestType	"The InterestType of the Interest arrangement this is a transaction for"	String
Attribute	InterestArrangementFulfillmentEvent	""	AccuredInterestAmount	"Interest amount that has accrued in between coupon payment periods. (ISO20022)"	String
Attribute	InterestArrangementFulfillmentEvent	""	AccuredInterestType	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestTaxAmount	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDueDate	"The date on which the interest has to be payed"	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDescription	"Description of the transaction, such as applied interest rate, Interest period ..."	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventRateType	""	String
Class	InterestArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	FeeArrangementFulfillmentEvent	""	""	"An even that triggers the fulfilment of a fee arrangement."	""
Attribute	FeeArrangementFulfillmentEvent	""	FeeAmount	"Amount of fee that is charged. . . Amount of money that results from the application of an adjustment (charges. fees, discount or allowance) to the amount due. (ISO20022)"	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeDueDate	"Date on which the fee needs to be paid."	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeEventDescription	"Information about the fee transaction, such as reason, period, applied formula... "	String
Class	FeeArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	InformationArrangement	""	""	"An arrangement concerning the information the bank will provide about the agreement/account"	""
Attribute	InformationArrangement	""	AccountStatementType	"Type of statement agreed upon. . e.g. balance, mini-statement, annual "	String
